CUSIP,Company_Name,YEAR,FQTR,EPS,Price
OBPGLF8LF,Bell PLC,2016.0,4.0,1.38,16.05
ALH2TBQOW,Mullen-Chang,2015.0,1.0,,25.191
ALH2TBQOW,Mullen-Chang,2015.0,2.0,2.05,25.215
ALH2TBQOW,Mullen-Chang,2015.0,3.0,,24.15
ALH2TBQOW,Mullen-Chang,2015.0,4.0,2.34,27.407
ALH2TBQOW,Mullen-Chang,2016.0,1.0,,23.577
ALH2TBQOW,Mullen-Chang,2016.0,2.0,2.6,19.781
ALH2TBQOW,Mullen-Chang,2016.0,3.0,,21.285
ALH2TBQOW,Mullen-Chang,2016.0,4.0,2.62,25.298
BZDOL0W4,"Gutierrez, Goodman and Thornton",2015.0,1.0,2.5,28.15
BZDOL0W4,"Gutierrez, Goodman and Thornton",2015.0,2.0,2.57,31.4
BZDOL0W4,"Gutierrez, Goodman and Thornton",2015.0,3.0,2.46,30.16
BZDOL0W4,"Gutierrez, Goodman and Thornton",2015.0,4.0,2.4,29.65
BZDOL0W4,"Gutierrez, Goodman and Thornton",2016.0,1.0,2.45,26.8
BZDOL0W4,"Gutierrez, Goodman and Thornton",2016.0,2.0,2.38,27.0
BZDOL0W4,"Gutierrez, Goodman and Thornton",2016.0,3.0,2.65,31.0
BZDOL0W4,"Gutierrez, Goodman and Thornton",2016.0,4.0,2.87,32.5
8O48Q8WT,Martinez-Barnes,2015.0,1.0,0.77,14.59
8O48Q8WT,Martinez-Barnes,2015.0,2.0,0.86,15.13
8O48Q8WT,Martinez-Barnes,2015.0,3.0,1.01,15.99
8O48Q8WT,Martinez-Barnes,2015.0,4.0,1.07,16.74
8O48Q8WT,Martinez-Barnes,2016.0,1.0,1.1,16.78
8O48Q8WT,Martinez-Barnes,2016.0,2.0,0.96,18.89
8O48Q8WT,Martinez-Barnes,2016.0,3.0,0.85,17.05
8O48Q8WT,Martinez-Barnes,2016.0,4.0,0.88,18.3
YRNF9NCM,Floyd-Mckay,2015.0,1.0,0.45,10.979
YRNF9NCM,Floyd-Mckay,2015.0,2.0,0.49,11.83
YRNF9NCM,Floyd-Mckay,2015.0,3.0,0.51,12.1
YRNF9NCM,Floyd-Mckay,2015.0,4.0,1.0,12.03
YRNF9NCM,Floyd-Mckay,2016.0,1.0,1.08,11.13
YRNF9NCM,Floyd-Mckay,2016.0,2.0,1.35,14.0
YRNF9NCM,Floyd-Mckay,2016.0,3.0,1.4,15.86
YRNF9NCM,Floyd-Mckay,2016.0,4.0,1.33,19.96
YDEO8Q7,Hamilton-Boyle,2015.0,1.0,1.23,17.27
YDEO8Q7,Hamilton-Boyle,2015.0,2.0,1.24,18.65
YDEO8Q7,Hamilton-Boyle,2015.0,3.0,1.2,17.22
YDEO8Q7,Hamilton-Boyle,2015.0,4.0,1.21,20.03
YDEO8Q7,Hamilton-Boyle,2016.0,1.0,1.15,17.68
YDEO8Q7,Hamilton-Boyle,2016.0,2.0,0.98,18.17
YDEO8Q7,Hamilton-Boyle,2016.0,3.0,1.08,19.26
YDEO8Q7,Hamilton-Boyle,2016.0,4.0,0.98,30.03
D6FVXN2Q,Foster-Little,2015.0,1.0,-0.03,1.38
D6FVXN2Q,Foster-Little,2015.0,2.0,-0.02,1.33
D6FVXN2Q,Foster-Little,2015.0,3.0,-0.02,1.14
D6FVXN2Q,Foster-Little,2015.0,4.0,-0.02,1.23
D6FVXN2Q,Foster-Little,2016.0,1.0,-0.02,1.05
D6FVXN2Q,Foster-Little,2016.0,2.0,-0.01,1.03
D6FVXN2Q,Foster-Little,2016.0,3.0,-0.02,1.07
D6FVXN2Q,Foster-Little,2016.0,4.0,-0.03,0.99
WXGZOAFN2,Goodman Ltd,2015.0,1.0,1.945,15.6
WXGZOAFN2,Goodman Ltd,2015.0,2.0,2.01,16.9
WXGZOAFN2,Goodman Ltd,2015.0,3.0,1.99,16.6
WXGZOAFN2,Goodman Ltd,2015.0,4.0,1.82,17.35
WXGZOAFN2,Goodman Ltd,2016.0,1.0,1.65,18.05
WXGZOAFN2,Goodman Ltd,2016.0,2.0,1.57,19.25
WXGZOAFN2,Goodman Ltd,2016.0,3.0,1.61,19.68
WXGZOAFN2,Goodman Ltd,2016.0,4.0,1.71,21.6
H6FKFK7NA,"Grant, Medina and Berry",2015.0,1.0,4.42,62.01
H6FKFK7NA,"Grant, Medina and Berry",2015.0,2.0,4.57,57.72
H6FKFK7NA,"Grant, Medina and Berry",2015.0,3.0,4.43,61.52
H6FKFK7NA,"Grant, Medina and Berry",2015.0,4.0,4.53,63.64
H6FKFK7NA,"Grant, Medina and Berry",2016.0,1.0,4.62,61.52
H6FKFK7NA,"Grant, Medina and Berry",2016.0,2.0,4.3,60.67
H6FKFK7NA,"Grant, Medina and Berry",2016.0,3.0,4.44,63.97
H6FKFK7NA,"Grant, Medina and Berry",2016.0,4.0,4.28,78.15
16DDD5TS,"Solis, Kelly and Schmidt",2015.0,1.0,4.06,42.25
16DDD5TS,"Solis, Kelly and Schmidt",2015.0,2.0,4.2,48.25
16DDD5TS,"Solis, Kelly and Schmidt",2015.0,3.0,4.41,48.97
16DDD5TS,"Solis, Kelly and Schmidt",2015.0,4.0,5.13,45.0
16DDD5TS,"Solis, Kelly and Schmidt",2016.0,1.0,5.26,46.77
16DDD5TS,"Solis, Kelly and Schmidt",2016.0,2.0,5.36,55.0
16DDD5TS,"Solis, Kelly and Schmidt",2016.0,3.0,5.41,55.25
16DDD5TS,"Solis, Kelly and Schmidt",2016.0,4.0,4.97,64.01
KU7GB31I,"Green, Vasquez and Ross",2015.0,1.0,-1.57,2.76
KU7GB31I,"Green, Vasquez and Ross",2015.0,2.0,,2.31
KU7GB31I,"Green, Vasquez and Ross",2015.0,3.0,,0.7295
KU7GB31I,"Green, Vasquez and Ross",2015.0,4.0,-8.34,4.29
KU7GB31I,"Green, Vasquez and Ross",2016.0,1.0,,2.48
UMTC7114,"Park, Johnson and Fisher",2015.0,1.0,3.13,59.27
UMTC7114,"Park, Johnson and Fisher",2015.0,2.0,3.59,57.48
UMTC7114,"Park, Johnson and Fisher",2015.0,3.0,4.11,52.18
UMTC7114,"Park, Johnson and Fisher",2015.0,4.0,2.72,59.98
UMTC7114,"Park, Johnson and Fisher",2016.0,1.0,2.82,61.5
UMTC7114,"Park, Johnson and Fisher",2016.0,2.0,3.04,66.3
UMTC7114,"Park, Johnson and Fisher",2016.0,3.0,3.02,65.31
UMTC7114,"Park, Johnson and Fisher",2016.0,4.0,3.05,67.24
LT399IA5,Molina-Smith,2015.0,1.0,-1.45,18.91
LT399IA5,Molina-Smith,2015.0,2.0,0.1,19.25
LT399IA5,Molina-Smith,2015.0,3.0,0.32,19.19
LT399IA5,Molina-Smith,2015.0,4.0,0.55,20.64
LT399IA5,Molina-Smith,2016.0,1.0,0.44,20.71
LT399IA5,Molina-Smith,2016.0,2.0,0.45,20.66
LT399IA5,Molina-Smith,2016.0,3.0,0.37,23.06
LT399IA5,Molina-Smith,2016.0,4.0,3.24,26.0
K5LABEBYK,Harris-Stewart,2015.0,1.0,0.06,10.0
K5LABEBYK,Harris-Stewart,2015.0,2.0,1.33,12.38
K5LABEBYK,Harris-Stewart,2015.0,3.0,0.72,13.07
K5LABEBYK,Harris-Stewart,2015.0,4.0,2.68,14.45
K5LABEBYK,Harris-Stewart,2016.0,1.0,5.2,16.27
K5LABEBYK,Harris-Stewart,2016.0,2.0,5.02,18.15
K5LABEBYK,Harris-Stewart,2016.0,3.0,5.01,18.22
K5LABEBYK,Harris-Stewart,2016.0,4.0,6.44,19.0
JH9VHMYOL,"Hanna, Fuller and Kirk",2015.0,1.0,1.18,13.599
JH9VHMYOL,"Hanna, Fuller and Kirk",2015.0,2.0,1.24,14.13
JH9VHMYOL,"Hanna, Fuller and Kirk",2015.0,3.0,1.25,15.5
JH9VHMYOL,"Hanna, Fuller and Kirk",2015.0,4.0,1.32,15.95
JH9VHMYOL,"Hanna, Fuller and Kirk",2016.0,1.0,1.41,14.01
JH9VHMYOL,"Hanna, Fuller and Kirk",2016.0,2.0,1.47,14.62
JH9VHMYOL,"Hanna, Fuller and Kirk",2016.0,3.0,1.52,16.25
JH9VHMYOL,"Hanna, Fuller and Kirk",2016.0,4.0,1.58,19.99
UJPWN5L,Mcgee-Simpson,2015.0,1.0,9.94,96.881
UJPWN5L,Mcgee-Simpson,2015.0,2.0,2.4975,22.52
UJPWN5L,Mcgee-Simpson,2015.0,3.0,2.605,21.39
UJPWN5L,Mcgee-Simpson,2015.0,4.0,3.07,24.513
UJPWN5L,Mcgee-Simpson,2016.0,1.0,2.95,23.208
UJPWN5L,Mcgee-Simpson,2016.0,2.0,2.82,21.749
UJPWN5L,Mcgee-Simpson,2016.0,3.0,2.72,22.604
UJPWN5L,Mcgee-Simpson,2016.0,4.0,2.46,23.737
AJGP6E9,Donaldson-Campbell,2015.0,1.0,63.91,0.38
AJGP6E9,Donaldson-Campbell,2015.0,2.0,-45.33,15.0
AJGP6E9,Donaldson-Campbell,2015.0,3.0,-42.52,17.0
AJGP6E9,Donaldson-Campbell,2015.0,4.0,11.08,16.64
AJGP6E9,Donaldson-Campbell,2016.0,1.0,6.32,17.4
AJGP6E9,Donaldson-Campbell,2016.0,2.0,6.47,17.4
AJGP6E9,Donaldson-Campbell,2016.0,3.0,6.51,18.8
AJGP6E9,Donaldson-Campbell,2016.0,4.0,0.92,21.3
BVOTWF1KF,"Bailey, Macias and Dixon",2015.0,1.0,1.27,9.0
BVOTWF1KF,"Bailey, Macias and Dixon",2015.0,2.0,0.08,8.01
BVOTWF1KF,"Bailey, Macias and Dixon",2015.0,3.0,-0.74,12.0
BVOTWF1KF,"Bailey, Macias and Dixon",2015.0,4.0,-2.27,10.74
BVOTWF1KF,"Bailey, Macias and Dixon",2016.0,1.0,-2.15,7.75
BVOTWF1KF,"Bailey, Macias and Dixon",2016.0,2.0,-2.06,7.01
BVOTWF1KF,"Bailey, Macias and Dixon",2016.0,3.0,-1.22,9.0
BVOTWF1KF,"Bailey, Macias and Dixon",2016.0,4.0,0.97,10.0001
J8M954VZ0,Pearson LLC,2015.0,1.0,1.3,19.89
J8M954VZ0,Pearson LLC,2015.0,2.0,1.33,19.84
J8M954VZ0,Pearson LLC,2015.0,3.0,1.34,18.75
J8M954VZ0,Pearson LLC,2015.0,4.0,1.35,19.75
J8M954VZ0,Pearson LLC,2016.0,1.0,1.39,18.23
J8M954VZ0,Pearson LLC,2016.0,2.0,1.4,18.59
J8M954VZ0,Pearson LLC,2016.0,3.0,1.42,19.6
J8M954VZ0,Pearson LLC,2016.0,4.0,1.42,24.7
0B9V9Z9Q,York Group,2015.0,1.0,0.34,3.374
0B9V9Z9Q,York Group,2015.0,2.0,0.33,3.526
0B9V9Z9Q,York Group,2015.0,3.0,0.37,3.577
0B9V9Z9Q,York Group,2015.0,4.0,0.37,3.749
0B9V9Z9Q,York Group,2016.0,1.0,0.36,3.555
0B9V9Z9Q,York Group,2016.0,2.0,0.35,2.98
0B9V9Z9Q,York Group,2016.0,3.0,0.34,3.11
0B9V9Z9Q,York Group,2016.0,4.0,0.34,3.463
IV0WPGCP,Michael-Barber,2015.0,1.0,3.06,47.68
IV0WPGCP,Michael-Barber,2015.0,2.0,3.15,53.38
IV0WPGCP,Michael-Barber,2015.0,3.0,3.04,53.43
IV0WPGCP,Michael-Barber,2015.0,4.0,2.93,48.52
IV0WPGCP,Michael-Barber,2016.0,1.0,3.08,44.34
IV0WPGCP,Michael-Barber,2016.0,2.0,3.13,51.0
IV0WPGCP,Michael-Barber,2016.0,3.0,3.36,55.57
IV0WPGCP,Michael-Barber,2016.0,4.0,3.66,72.57
LSO2K3Z,"Jennings, Young and Anderson",2015.0,1.0,0.75,5.95
LSO2K3Z,"Jennings, Young and Anderson",2015.0,2.0,0.82,6.39
LSO2K3Z,"Jennings, Young and Anderson",2015.0,3.0,0.79,6.29
LSO2K3Z,"Jennings, Young and Anderson",2015.0,4.0,0.92,6.02
LSO2K3Z,"Jennings, Young and Anderson",2016.0,1.0,0.9,7.16
LSO2K3Z,"Jennings, Young and Anderson",2016.0,2.0,0.85,6.85
LSO2K3Z,"Jennings, Young and Anderson",2016.0,3.0,0.43,6.82
LSO2K3Z,"Jennings, Young and Anderson",2016.0,4.0,0.35,7.65
1ZYB1EOC2,Miller-Potter,2015.0,1.0,2.73,27.55
1ZYB1EOC2,Miller-Potter,2015.0,2.0,2.69,26.9
1ZYB1EOC2,Miller-Potter,2015.0,3.0,2.75,28.5
1ZYB1EOC2,Miller-Potter,2015.0,4.0,2.8,30.61
1ZYB1EOC2,Miller-Potter,2016.0,1.0,3.48,30.0
1ZYB1EOC2,Miller-Potter,2016.0,2.0,3.64,34.0
1ZYB1EOC2,Miller-Potter,2016.0,3.0,3.22,51.01
LO6TRLPL7,Nunez and Sons,2015.0,1.0,2.16,25.1
LO6TRLPL7,Nunez and Sons,2015.0,2.0,2.16,23.94
LO6TRLPL7,Nunez and Sons,2015.0,3.0,2.33,22.9
LO6TRLPL7,Nunez and Sons,2015.0,4.0,2.05,24.0
LO6TRLPL7,Nunez and Sons,2016.0,1.0,1.98,25.0
LO6TRLPL7,Nunez and Sons,2016.0,2.0,1.93,23.94
LO6TRLPL7,Nunez and Sons,2016.0,3.0,1.72,24.62
LO6TRLPL7,Nunez and Sons,2016.0,4.0,1.85,29.25
QL0FUIN,"Ramirez, Mcclure and Sandoval",2015.0,1.0,2.23,21.9
QL0FUIN,"Ramirez, Mcclure and Sandoval",2015.0,2.0,2.16,23.18
QL0FUIN,"Ramirez, Mcclure and Sandoval",2015.0,3.0,2.25,22.25
QL0FUIN,"Ramirez, Mcclure and Sandoval",2015.0,4.0,2.2,35.46
KF37OPZ,Meza Inc,2015.0,1.0,0.82,9.97
KF37OPZ,Meza Inc,2015.0,2.0,0.82,12.63
KF37OPZ,Meza Inc,2015.0,3.0,0.8,10.51
KF37OPZ,Meza Inc,2015.0,4.0,0.78,11.55
KF37OPZ,Meza Inc,2016.0,1.0,0.72,10.3
KF37OPZ,Meza Inc,2016.0,2.0,0.74,10.42
314E803S4,Sparks-Davidson,2015.0,1.0,0.4227,5.37
314E803S4,Sparks-Davidson,2015.0,2.0,0.4148,5.04
314E803S4,Sparks-Davidson,2015.0,3.0,0.4271,5.3
314E803S4,Sparks-Davidson,2015.0,4.0,0.42,5.35
314E803S4,Sparks-Davidson,2016.0,1.0,0.4504,4.95
314E803S4,Sparks-Davidson,2016.0,2.0,0.4455,6.42
314E803S4,Sparks-Davidson,2016.0,3.0,0.448,6.32
314E803S4,Sparks-Davidson,2016.0,4.0,0.44,7.75
HY33NKX,Shepherd-Aguilar,2015.0,1.0,1.54,18.0
HY33NKX,Shepherd-Aguilar,2015.0,2.0,1.63,17.9
HY33NKX,Shepherd-Aguilar,2015.0,3.0,1.61,17.77
HY33NKX,Shepherd-Aguilar,2015.0,4.0,1.62,18.05
HY33NKX,Shepherd-Aguilar,2016.0,1.0,1.64,18.13
HY33NKX,Shepherd-Aguilar,2016.0,2.0,1.63,18.6
HY33NKX,Shepherd-Aguilar,2016.0,3.0,1.76,18.95
HY33NKX,Shepherd-Aguilar,2016.0,4.0,1.94,21.05
4H31TUJD2,"Garcia, Diaz and Lucero",2015.0,1.0,1.37,13.51
4H31TUJD2,"Garcia, Diaz and Lucero",2015.0,2.0,1.05,14.26
4H31TUJD2,"Garcia, Diaz and Lucero",2015.0,3.0,0.88,14.3
4H31TUJD2,"Garcia, Diaz and Lucero",2015.0,4.0,0.85,9.59
4H31TUJD2,"Garcia, Diaz and Lucero",2016.0,1.0,0.86,11.75
4H31TUJD2,"Garcia, Diaz and Lucero",2016.0,2.0,0.75,12.41
4H31TUJD2,"Garcia, Diaz and Lucero",2016.0,3.0,0.78,13.9
4H31TUJD2,"Garcia, Diaz and Lucero",2016.0,4.0,1.22,18.62
3II4SQ31G,Chen-Kim,2015.0,1.0,0.88,76.17
3II4SQ31G,Chen-Kim,2015.0,2.0,1.35,67.15
3II4SQ31G,Chen-Kim,2015.0,3.0,2.35,65.16
3II4SQ31G,Chen-Kim,2015.0,4.0,2.42,63.28
3II4SQ31G,Chen-Kim,2016.0,1.0,3.81,61.87
3II4SQ31G,Chen-Kim,2016.0,2.0,3.51,66.29
3II4SQ31G,Chen-Kim,2016.0,3.0,2.96,69.35
3II4SQ31G,Chen-Kim,2016.0,4.0,2.97,73.22
63MXE4F,"Andrews, Thomas and Baker",2015.0,1.0,1.7,58.75
63MXE4F,"Andrews, Thomas and Baker",2015.0,2.0,1.82,61.7
63MXE4F,"Andrews, Thomas and Baker",2015.0,3.0,1.76,74.09
63MXE4F,"Andrews, Thomas and Baker",2015.0,4.0,1.83,72.43
63MXE4F,"Andrews, Thomas and Baker",2016.0,1.0,2.21,74.11
63MXE4F,"Andrews, Thomas and Baker",2016.0,2.0,2.75,69.19
63MXE4F,"Andrews, Thomas and Baker",2016.0,3.0,3.27,81.83
63MXE4F,"Andrews, Thomas and Baker",2016.0,4.0,3.23,72.43
6FJNY66VO,Butler-Gilbert,2015.0,1.0,,
6FJNY66VO,Butler-Gilbert,2015.0,2.0,,
6FJNY66VO,Butler-Gilbert,2015.0,3.0,,
6FJNY66VO,Butler-Gilbert,2015.0,4.0,,
6FJNY66VO,Butler-Gilbert,2016.0,1.0,,
6FJNY66VO,Butler-Gilbert,2016.0,2.0,,
6FJNY66VO,Butler-Gilbert,2016.0,3.0,,
6FJNY66VO,Butler-Gilbert,2016.0,4.0,,
H7EJ89U,"Williams, Graves and West",2015.0,1.0,3.41,68.39
H7EJ89U,"Williams, Graves and West",2015.0,2.0,3.7,75.99
H7EJ89U,"Williams, Graves and West",2015.0,3.0,3.93,76.87
H7EJ89U,"Williams, Graves and West",2015.0,4.0,4.11,71.95
H7EJ89U,"Williams, Graves and West",2016.0,1.0,4.13,64.23
H7EJ89U,"Williams, Graves and West",2016.0,2.0,4.11,68.05
H7EJ89U,"Williams, Graves and West",2016.0,3.0,4.23,75.04
H7EJ89U,"Williams, Graves and West",2016.0,4.0,4.18,87.4
3GDX0UC,"Frye, Wilson and Clark",2015.0,1.0,1.46,35.78
3GDX0UC,"Frye, Wilson and Clark",2015.0,2.0,1.45,37.26
3GDX0UC,"Frye, Wilson and Clark",2015.0,3.0,1.47,36.82
3GDX0UC,"Frye, Wilson and Clark",2015.0,4.0,1.49,31.84
3GDX0UC,"Frye, Wilson and Clark",2016.0,1.0,1.5,34.71
3GDX0UC,"Frye, Wilson and Clark",2016.0,2.0,1.54,31.53
3GDX0UC,"Frye, Wilson and Clark",2016.0,3.0,1.63,28.475
3GDX0UC,"Frye, Wilson and Clark",2016.0,4.0,1.58,35.24
S5DSG9ZA,Wood Group,2015.0,1.0,0.4,8.0
S5DSG9ZA,Wood Group,2015.0,2.0,0.37,7.9
S5DSG9ZA,Wood Group,2015.0,3.0,0.35,7.8999
S5DSG9ZA,Wood Group,2015.0,4.0,0.49,8.55
S5DSG9ZA,Wood Group,2016.0,1.0,0.56,8.25
S5DSG9ZA,Wood Group,2016.0,2.0,0.61,9.34
S5DSG9ZA,Wood Group,2016.0,3.0,0.68,9.947
S5DSG9ZA,Wood Group,2016.0,4.0,0.73,11.95
065ZH66QV,Cook-Sullivan,2015.0,1.0,64.76,1725.0
065ZH66QV,Cook-Sullivan,2015.0,2.0,68.15,1725.0
065ZH66QV,Cook-Sullivan,2015.0,3.0,63.28,1700.0
065ZH66QV,Cook-Sullivan,2015.0,4.0,82.92,1725.0
065ZH66QV,Cook-Sullivan,2016.0,1.0,80.86,1666.0
065ZH66QV,Cook-Sullivan,2016.0,2.0,96.52,1600.0
065ZH66QV,Cook-Sullivan,2016.0,3.0,148.75,1700.0
065ZH66QV,Cook-Sullivan,2016.0,4.0,139.37,2100.0
ZKE3A04,Rivas and Sons,2015.0,1.0,,8.66
ZKE3A04,Rivas and Sons,2015.0,2.0,,8.4
ZKE3A04,Rivas and Sons,2015.0,3.0,,8.25
ZKE3A04,Rivas and Sons,2015.0,4.0,0.44,7.75
ZKE3A04,Rivas and Sons,2016.0,1.0,,8.25
ZKE3A04,Rivas and Sons,2016.0,2.0,,8.0
ZKE3A04,Rivas and Sons,2016.0,3.0,,8.25
ZKE3A04,Rivas and Sons,2016.0,4.0,0.35,8.6
NWGWTS30F,"Perry, Ramsey and Howard",2015.0,1.0,0.22,14.51
NWGWTS30F,"Perry, Ramsey and Howard",2015.0,2.0,0.57,18.48
NWGWTS30F,"Perry, Ramsey and Howard",2015.0,3.0,1.87,20.56
NWGWTS30F,"Perry, Ramsey and Howard",2015.0,4.0,2.24,23.11
NWGWTS30F,"Perry, Ramsey and Howard",2016.0,1.0,2.35,21.46
NWGWTS30F,"Perry, Ramsey and Howard",2016.0,2.0,2.34,24.41
NWGWTS30F,"Perry, Ramsey and Howard",2016.0,3.0,2.6,27.75
NWGWTS30F,"Perry, Ramsey and Howard",2016.0,4.0,2.66,26.94
VB7NQI1MP,Adams Group,2015.0,1.0,,
VB7NQI1MP,Adams Group,2015.0,2.0,,
VB7NQI1MP,Adams Group,2015.0,3.0,,
VB7NQI1MP,Adams Group,2015.0,4.0,,
VB7NQI1MP,Adams Group,2016.0,1.0,,
VB7NQI1MP,Adams Group,2016.0,2.0,,
VB7NQI1MP,Adams Group,2016.0,3.0,,
VB7NQI1MP,Adams Group,2016.0,4.0,,
TETLN814F,Holland-Anderson,2015.0,1.0,0.24,12.575
TETLN814F,Holland-Anderson,2015.0,2.0,0.26,14.49
TETLN814F,Holland-Anderson,2015.0,3.0,1.74,11.8
TETLN814F,Holland-Anderson,2015.0,4.0,1.8,11.59
TETLN814F,Holland-Anderson,2016.0,1.0,1.71,13.75
TETLN814F,Holland-Anderson,2016.0,2.0,1.68,12.08
TETLN814F,Holland-Anderson,2016.0,3.0,0.2,12.5
TETLN814F,Holland-Anderson,2016.0,4.0,0.06,13.77
MEHM2K8,Green Inc,2015.0,1.0,1.62,13.12
MEHM2K8,Green Inc,2015.0,2.0,1.62,13.95
MEHM2K8,Green Inc,2015.0,3.0,1.59,13.35
MEHM2K8,Green Inc,2015.0,4.0,1.11,13.5
MEHM2K8,Green Inc,2016.0,1.0,1.18,13.5
MEHM2K8,Green Inc,2016.0,2.0,1.19,13.4
MEHM2K8,Green Inc,2016.0,3.0,1.25,14.72
MEHM2K8,Green Inc,2016.0,4.0,1.21,16.49
KD99SH4A,Mcconnell-Cox,2015.0,1.0,1.15,18.88
KD99SH4A,Mcconnell-Cox,2015.0,2.0,1.16,20.87
KD99SH4A,Mcconnell-Cox,2015.0,3.0,1.14,20.44
KD99SH4A,Mcconnell-Cox,2015.0,4.0,1.09,19.49
KD99SH4A,Mcconnell-Cox,2016.0,1.0,1.11,18.47
KD99SH4A,Mcconnell-Cox,2016.0,2.0,1.18,18.29
KD99SH4A,Mcconnell-Cox,2016.0,3.0,1.27,21.02
KD99SH4A,Mcconnell-Cox,2016.0,4.0,1.4,29.62
9SEVH8N,Smith-Brown,2015.0,1.0,2.92,29.2
9SEVH8N,Smith-Brown,2015.0,2.0,3.63,27.6
9SEVH8N,Smith-Brown,2015.0,3.0,2.52,28.38
9SEVH8N,Smith-Brown,2015.0,4.0,2.88,26.84
9SEVH8N,Smith-Brown,2016.0,1.0,3.05,28.88
9SEVH8N,Smith-Brown,2016.0,2.0,2.46,33.16
9SEVH8N,Smith-Brown,2016.0,3.0,3.47,30.62
9SEVH8N,Smith-Brown,2016.0,4.0,3.32,31.37
B03L5P96,Peterson-Yoder,2015.0,1.0,0.78,98.04
B03L5P96,Peterson-Yoder,2015.0,2.0,0.83,87.46
B03L5P96,Peterson-Yoder,2015.0,3.0,0.89,84.67
B03L5P96,Peterson-Yoder,2015.0,4.0,1.63,90.36
B03L5P96,Peterson-Yoder,2016.0,1.0,1.34,90.89
B03L5P96,Peterson-Yoder,2016.0,2.0,-0.84,103.52
B03L5P96,Peterson-Yoder,2016.0,3.0,-1.2,108.77
B03L5P96,Peterson-Yoder,2016.0,4.0,-1.99,111.13
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2015.0,1.0,3.58,140.48
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2015.0,2.0,3.6,121.04
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2015.0,3.0,3.96,118.4
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2015.0,4.0,3.72,127.54
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2016.0,1.0,3.8,127.08
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2016.0,2.0,3.91,131.9
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2016.0,3.0,3.21,136.29
5S72YVSK3,"Velasquez, Sanchez and Rodriguez",2016.0,4.0,3.26,125.78
NOOVJ0L2,"Butler, Hall and Green",2015.0,1.0,0.89,16.19
NOOVJ0L2,"Butler, Hall and Green",2015.0,2.0,0.99,16.96
NOOVJ0L2,"Butler, Hall and Green",2015.0,3.0,1.04,20.32
NOOVJ0L2,"Butler, Hall and Green",2015.0,4.0,1.19,21.25
NOOVJ0L2,"Butler, Hall and Green",2016.0,1.0,1.42,21.37
NOOVJ0L2,"Butler, Hall and Green",2016.0,2.0,1.43,24.0
NOOVJ0L2,"Butler, Hall and Green",2016.0,3.0,1.4,26.46
NOOVJ0L2,"Butler, Hall and Green",2016.0,4.0,1.46,35.35
ADYIBKW6,"Miller, Diaz and Johnson",2015.0,1.0,3.5,32.01
ADYIBKW6,"Miller, Diaz and Johnson",2015.0,2.0,3.29,30.9
ADYIBKW6,"Miller, Diaz and Johnson",2015.0,3.0,3.37,35.0
ADYIBKW6,"Miller, Diaz and Johnson",2015.0,4.0,3.48,34.75
ADYIBKW6,"Miller, Diaz and Johnson",2016.0,1.0,3.52,38.0
ADYIBKW6,"Miller, Diaz and Johnson",2016.0,2.0,3.66,38.0
ADYIBKW6,"Miller, Diaz and Johnson",2016.0,3.0,3.58,39.75
ADYIBKW6,"Miller, Diaz and Johnson",2016.0,4.0,3.51,41.501
O1GYUV2FX,Levine LLC,2015.0,1.0,0.66,12.42
O1GYUV2FX,Levine LLC,2015.0,2.0,0.68,12.05
O1GYUV2FX,Levine LLC,2015.0,3.0,0.5,14.19
O1GYUV2FX,Levine LLC,2015.0,4.0,0.49,12.04
O1GYUV2FX,Levine LLC,2016.0,1.0,0.45,10.35
O1GYUV2FX,Levine LLC,2016.0,2.0,0.37,10.67
O1GYUV2FX,Levine LLC,2016.0,3.0,0.41,10.16
O1GYUV2FX,Levine LLC,2016.0,4.0,0.4,11.5
AE6BUPWS,"Blackwell, Williams and Kim",2015.0,1.0,1.71,40.26
AE6BUPWS,"Blackwell, Williams and Kim",2015.0,2.0,1.78,33.08
AE6BUPWS,"Blackwell, Williams and Kim",2015.0,3.0,1.72,29.54
AE6BUPWS,"Blackwell, Williams and Kim",2015.0,4.0,1.88,26.49
AE6BUPWS,"Blackwell, Williams and Kim",2016.0,1.0,1.78,32.05
AE6BUPWS,"Blackwell, Williams and Kim",2016.0,2.0,1.72,35.02
AE6BUPWS,"Blackwell, Williams and Kim",2016.0,3.0,1.76,13.87
AE6BUPWS,"Blackwell, Williams and Kim",2016.0,4.0,1.87,24.46
YVPL44TG5,"Fleming, Kelly and Lynch",2015.0,1.0,9.08,170.4
YVPL44TG5,"Fleming, Kelly and Lynch",2015.0,2.0,9.49,171.0
YVPL44TG5,"Fleming, Kelly and Lynch",2015.0,3.0,9.62,143.77
YVPL44TG5,"Fleming, Kelly and Lynch",2015.0,4.0,9.65,159.86
YVPL44TG5,"Fleming, Kelly and Lynch",2016.0,1.0,9.28,117.32
YVPL44TG5,"Fleming, Kelly and Lynch",2016.0,2.0,9.04,97.45
